pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10
0.3098015976534136,1.4364551889388257,0.11447112831706974,-1.0415028627003433,-0.22570938588272366,-0.34856106209680443,-0.2282024370107826,0.07632861550962496,-0.6384739797535418,0.05920333353491253,0.20183223420500251
1.1914187145154258,-0.4592967741376733,0.6495815070933698,1.142231928690166,-0.3490180522736613,-0.4384305489032861,-0.006766960876812161,-0.38209033425237715,-0.21361850454646433,-0.08882956823312158,0.16989587907280346
0.27745906421254385,1.320667024464786,-0.4079680921461783,-0.41907441780297855,-0.07928303158615214,-0.8740394164731567,-0.2574728858341845,0.2902881699547996,-0.48997866849508087,-0.06456932644335561,0.23402190596500339
0.041371431644865383,-0.4728687790168801,0.2618430883810158,1.348385942428482,-0.34316975236300573,-0.27635502267323364,-0.1907748830771373,0.5918785408554321,0.06092970396981071,0.08188080263111182,0.0423020658137327
0.740923435383895,2.9844780311571335,1.3426712660632443,-0.6365930714724877,0.2935952974029658,-0.34542998107953166,-0.10342313561566491,-0.1734367529194104,-0.6627859796569412,0.1018053022550745,0.2910009773870375
-2.8033716672290674,-0.17979638545052637,-0.6275548435924981,0.4446843293777345,-1.7151602855685322,0.1257158660090846,0.7238045419556266,0.2992544928868229,0.16651608997183068,-0.30867745648044026,0.21458858321530233
-1.9419336566349277,-0.07637920372770896,-0.2894699535912774,0.2485265860366286,-0.6577071760262305,-0.009575592747292395,-0.047852397869356696,0.03239878253182352,-0.24936203431984932,0.040527562559337815,-0.32705425974214614
0.4194720391027095,1.2758906814334126,1.36354324251401,0.3946228342949851,-0.047528505804509215,-0.6271547449461647,0.8516422221078076,-0.17132161492534262,-0.15714573996444006,0.21614801876496564,-0.6640235513298083
3.7930855102869305,0.2070167666456268,0.38137798083807894,-0.3475669439040092,-0.0916766233032684,-0.7098495223613419,0.4627974571148516,0.15126683026274748,-0.5315091993986266,-0.16960831037389626,0.04915932791994016
-1.9040497233066764,1.8247606724692649,-2.463564532956665,1.8066810253211316,0.6025320587378857,0.4346255530653889,-0.6121398704782632,0.014415681936201007,0.5633467937759478,0.062433584222013755,-0.31909835499319844
-1.0282908434199007,1.4809237526181573,1.7560005518371566,-0.5241782927948307,-0.0142403594126821,0.07714737111212566,-0.41234063557296907,-0.22642847648251396,-0.6358552215302725,0.3686006800674685,0.06389826835567705
-5.01610165935731,-0.16634597143625499,1.6748111479800785,-0.8621221158978973,-0.09932585220103124,0.2788238990073739,0.2756489916131378,0.14851435534675284,-0.03363798622892081,-0.29196858926070723,-0.33710571939979783
0.523424675914425,0.01179407407390788,-1.1929805633895971,-0.5807957816417989,0.8013602615260375,0.9844720523559414,0.09101274401479638,-0.32872512973248885,-0.8944767351019217,0.23726109027248612,-0.16708756433505717
