"ampwir","expir","relhmax","alphd","ai","aitd","cwdrag","avkb","cgren"
0.662021395502837,0.294597516496693,0.847417796271272,0.675306453921251,844.441615058715,811.391073307747,0.00142655624726111,4.75924367473454e-05,0.0708849422584424
1.39033743841701,0.324267974709441,0.887075670551633,0.616424079291924,960.773213886567,477.56124111215,0.00138289648850942,1.29095484375806e-05,0.0511554745045646
0.809871934721599,0.335484412368249,0.845266850981258,0.738012234701059,707.528629424109,291.127224863295,0.001996040084575,5.30704330446181e-05,0.0161308649078994
0.728933623895258,0.360759514662628,0.793043868408223,0.625133096273938,403.452189546766,411.507184360618,0.00135287368247917,7.39666183257644e-05,0.0661803164040619
0.61918065246009,0.261455674747599,0.795443258503921,0.720728058735777,952.839821843618,327.191273232394,0.00105221206335084,4.28409925085418e-05,0.0222047124400591
1.24651515491644,0.32254288268806,0.802833113621038,0.607881464498289,528.68992212614,341.032703516266,0.00360888274763219,1.55829668043537e-05,0.0113710351603493
0.723105961204364,0.482656355083204,0.802426838215963,0.770815198054994,207.53963271834,412.405951389983,0.00237160942367289,2.10343229718145e-05,0.0385207735019097
1.22987377356732,0.225228358641021,0.817013310839637,0.619262713083943,768.999172829214,252.895658363602,0.0010454600524281,9.2901641103186e-05,0.0741427569495581
0.556999250534871,0.534169151631069,0.796207717969836,0.691403134148036,511.071631611599,775.493692246851,0.00378142465166494,2.45923618530479e-05,0.0506104006668239
0.529767873602185,0.457813786403876,0.8181938510294,0.690668689733961,475.545706608201,632.262846534307,0.00239585363892466,3.93978187894755e-05,0.0417810470778321
1.01704685840624,0.424658730269337,0.869162752811598,0.779521885261636,726.126912686802,464.483335444229,0.00145951191156236,7.5994335853271e-05,0.0303749929260172
1.44760801071131,0.239464140596468,0.840304979402995,0.693553524299444,341.269780332958,397.135318804285,0.00257913145876142,4.59833667417703e-05,0.0172569638569371
1.1527011954389,0.232986345597633,0.82475859188617,0.615716755774754,705.718336070632,252.032056667994,0.00121973098438151,4.01118057091194e-05,0.0977347934386198
1.49735267006003,0.249411020061865,0.857008524736403,0.636973138712585,829.987736694379,308.501925299125,0.00187475551659911,2.73363923370399e-05,0.0474266980987223
1.03081063320966,0.284504666840123,0.823727893371776,0.603553933621855,495.771707667483,387.944536362307,0.00222018527789271,3.83674057367697e-05,0.0153556793853894
0.654590815639817,0.375721321547164,0.78668901629509,0.739243254374857,753.904472036771,556.532863219951,0.00155860881964808,2.35696000664604e-05,0.0136115008247009
1.09784163976848,0.403510676599269,0.812011027886347,0.733287888718531,590.608468285906,735.236452360918,0.00151207102419256,6.4768289940323e-05,0.0218233887965948
1.36625952333289,0.320755406253332,0.84417634688816,0.71132032638614,679.3256040268,831.703085979592,0.0017047094280373,1.78194212037047e-05,0.0812247009410204
0.724513628873218,0.549580608455338,0.747270143810239,0.673159029504429,253.995959276904,915.373870215819,0.00272886342100134,1.01813401397376e-05,0.0509562319105299
1.46878154484451,0.36222304411096,0.791961453538726,0.767680492878731,877.511721438623,476.984590773451,0.00131215737831344,7.43719022519636e-05,0.0878768719135493
1.13421550787872,0.363582069516047,0.804106711376033,0.627684859364941,292.027811462156,269.50715423669,0.00219468493725322,1.48144774979101e-05,0.0342704656451196
1.04039095903809,0.35714928339273,0.85339042193461,0.849533491324652,787.135520824831,572.443638730018,0.00171248613551514,2.30021148832797e-05,0.0907931260864157
1.32925492043772,0.287976200335164,0.812895122892395,0.655896041285543,304.04362597369,606.840327989431,0.00319450298442428,2.73939227329224e-05,0.0986240335794331
1.40052103873343,0.250750684505038,0.843008713664573,0.754682099334681,280.845546996467,947.388048366681,0.00149818165732264,8.91222598197675e-05,0.0251500471183527
0.803034774936743,0.451979263730174,0.823060064396965,0.823695206415389,677.219583903593,563.432100220927,0.00134552848905807,5.86290668298687e-05,0.0277036670319739
1.3890748702706,0.21957846526432,0.834532122479509,0.764471016472977,604.473695044725,862.717756596941,0.00117723448261312,2.22602810460425e-05,0.0831245063440168
0.525994789077039,0.472012530270412,0.856098917135382,0.827150570909894,440.589411188105,912.127886182422,0.00242449045630277,1.74408370697374e-05,0.046722755206902
0.760527295945239,0.479107369512239,0.885995923215285,0.646874585074097,526.818549258805,355.014366585251,0.00192223541184568,1.77228362100346e-05,0.0657104653538819
1.22380314510031,0.27859133793864,0.881664447370686,0.69384669271013,888.635173288726,303.475176914046,0.00297976167925381,2.28252169395697e-05,0.0947313921422312
0.562626130498146,0.510617010490593,0.82791676957743,0.607678254385355,807.676665864098,886.67574223609,0.00241261542571536,3.63845609096902e-05,0.0238038589481861
1.36245368975178,0.344365324389585,0.816538788179387,0.887896693454702,728.225695236582,580.982366015353,0.00174106622126241,1.19346538509894e-05,0.0359360482962961
0.922483988885923,0.329033826229843,0.783156764825667,0.714613052334532,834.751001496792,604.640479203925,0.00155962792154222,2.55538025161916e-05,0.0617993241776728
0.577804693043489,0.583043956893725,0.797218586721451,0.778551581131931,831.443601475435,627.674310720403,0.00141658893052934,4.41461557302833e-05,0.044017270534903
0.664797284126849,0.47777316002831,0.814676925759818,0.612081484675163,594.633621537147,710.746685058843,0.00389224593529519,1.50772639759023e-05,0.0101865509829406
1.29716098376601,0.371365478664715,0.849246742073732,0.605404250629863,244.033225458316,396.194958783822,0.00269595655774122,1.88577990838266e-05,0.0979389161242924
1.24225081480796,0.398896581045374,0.805120904967908,0.670702396910336,945.326157946781,249.151327690741,0.00208684179687427,1.47012193583537e-05,0.0330244601788388
1.26443565800595,0.306715840502806,0.858076167368731,0.668044427954877,597.591101943871,505.4298949054,0.00167383003379163,3.99041643747592e-05,0.0569845459026878
0.867971488724826,0.259304653597263,0.815969753674084,0.604806108291902,668.960726532127,394.379405331021,0.00131531329819452,7.91855326631254e-05,0.0105086711892268
0.504325607639496,0.424049659409496,0.88842096775162,0.681744903775394,925.674965565792,328.148057849095,0.00105840777476743,2.00271632469393e-05,0.0891817312791279
0.642333880459815,0.513446601580888,0.720385703722397,0.758035176633294,333.566621143724,877.599927123312,0.00310579881505815,2.62453629295151e-05,0.031128624508132
0.816589624604447,0.269882049419521,0.88502662758756,0.659050222212097,300.468388026763,428.517897750956,0.00234937692420982,1.97531503288661e-05,0.0308109851968015
0.958974559890944,0.283319568432908,0.870042393460641,0.672879276768895,533.457335042051,705.231544225964,0.00169828359388907,2.24040899567704e-05,0.0339535342451515
0.570310958758714,0.58937012521769,0.8468372862391,0.656790650580031,893.315601163776,798.990476186018,0.00126649265189209,5.37689737539724e-05,0.040250006129448
1.35411945135097,0.275185909675786,0.841597632363318,0.778263460428397,739.133836216019,490.294706989936,0.00215261990742978,4.91362381520208e-05,0.0886725846854288
1.36874220118443,0.225718676150935,0.873176331709529,0.653928412400341,514.011562644191,241.350229497214,0.00239408420914867,4.33712751658402e-05,0.0981971921918444
1.09727690365638,0.276461403394326,0.880561320154522,0.642505478170412,313.458215977102,288.321046045707,0.0031998839774649,2.47566110217346e-05,0.0700968684820463
1.25475407173169,0.377583971386273,0.836636388685009,0.879397847841246,602.590455703357,809.751209849571,0.00140220883385289,7.75688011052041e-05,0.0401307971544605
0.607427459687454,0.384145685693398,0.743337990495935,0.671738146209504,310.454091184002,756.904652737259,0.00220949600515903,4.52608400640979e-05,0.0912293263349335
0.5368237375859,0.475061196315196,0.826541678698586,0.682107315002782,957.811048593793,432.125440611801,0.00185816741835729,2.55351273641561e-05,0.0448540343777824
1.30635003362331,0.420824113682553,0.786146835847623,0.817302625470999,582.18542394397,783.231659051748,0.00126966226942245,5.81167890372673e-05,0.0644960399691906
1.29227072404949,0.268780276297249,0.829810388457381,0.678025699590826,217.868034665995,439.737604057426,0.00231588813640476,3.64711037715794e-05,0.085551953747011
0.664142319457664,0.472944949769395,0.782471543733794,0.638862038304311,805.969269172495,216.528491775068,0.00197969611407554,5.72981376561385e-05,0.0553895660323802
0.588403618965252,0.327273422979772,0.892921858810868,0.621979200540212,479.040992434503,519.217177128344,0.00207414629032639,5.5819758484973e-05,0.0292453848408238
1.11981547042761,0.426756971739529,0.842373185386973,0.821279936693085,516.379188397166,523.978422914485,0.00261199145080177,1.36022769645677e-05,0.0945020891110662
1.07936398321771,0.389221022737227,0.79789868472932,0.628634240977138,850.430852544326,828.379887940488,0.00115022400926459,7.57802699507235e-05,0.0473258882883287
0.891648483631999,0.461718273390357,0.745241722088595,0.697602383724376,367.374183979966,502.104621251208,0.00236829767061447,5.25659960853467e-05,0.0934901491951775
0.510498708035096,0.422992488428419,0.870866517822878,0.801160209981234,947.068270896326,631.50656926205,0.00137498018616736,4.85723875149382e-05,0.0115197675150154
1.16853221338972,0.393532618300588,0.844991090036781,0.745574056741693,476.826422488394,831.965827299858,0.00189714754891885,1.81476764157541e-05,0.0110800790907641
0.598846580952322,0.491950025107798,0.810272479079894,0.731968578674237,209.425513082687,554.215603681204,0.00280747128461465,6.83013155502886e-05,0.0134114399576025
0.974372505980889,0.265673645949525,0.829547474551354,0.726549081074818,539.929590587256,330.632264197427,0.0014451435223758,6.54251460150222e-05,0.0665718582847586
0.578820580567277,0.424643105038583,0.878430312172304,0.639245410564275,871.908974271079,515.566031665587,0.00225319508108226,2.11948545603954e-05,0.0319863448034436
0.788222869071995,0.476645216078713,0.81219539616753,0.83593522952814,796.811462848985,940.294362027103,0.00180654613998896,1.8426298326063e-05,0.0847905316398109
1.13550772222485,0.240280960920208,0.858427803109684,0.618791997013257,227.67701108455,813.464568698676,0.00265909419668516,1.39045834012553e-05,0.0588071729099494
