pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14
-3.423780290097065,3.0774572041720463,0.05202587120624713,-0.28798814021740643,-3.009353751491927,-2.0681853910567973,-0.05376421602454057,-0.44841550143911324,-0.3399071350486439,0.5274110258746045,-0.9217995297671526,-0.09452619527439837,-0.1787289232865756,-0.19855882995035357,0.6215506679400455
