pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14
-1.3272526230899284,-1.0908543789809095,0.9649945853068851,-0.7066833559887553,-0.23082199658846345,-0.46429437823141156,-0.37727399398058054,0.9109447403741274,0.357771069341233,0.2754376923859918,0.4168743622312229,-0.5822358400704493,0.17234244665697887,-0.2718046413305996,0.02890256378873351
-1.5350325461159495,0.07992340306805662,-0.5354780818285317,0.8346654221840871,1.676896917844731,-0.06914969040102223,-0.33508958603554767,0.5648737153119433,-0.22558881066851547,0.4544364429269497,0.3506943006185625,-0.3708361520031324,0.02047176035514757,0.030156054104975634,-0.09698632705522087
-1.2010715253335087,-1.1658126437818321,0.02782012406311788,-0.02011611853757163,-0.3245584527755206,-0.6688063367652197,-0.19336777312449113,0.8134502090083124,0.766344297605421,0.016353511272117184,0.08987883369584986,-0.04614496109087213,-0.12003639557881589,0.16519182264707305,-0.15063832380989686
-1.1840837182139141,-0.4854071218282542,-1.1054806044929801,1.3750214752844316,1.6592518168893229,0.2379594350468684,-0.4220176149995309,0.18087866940266215,-0.05509515488399694,-0.23772432857366282,0.34977391127431906,-0.043969362224628786,-0.0718529915529287,0.9343289488143388,-0.45113980823335514
-0.9312649593832192,-1.3576143903806648,3.3748891500842935,-0.8396929336852654,-0.24173503564875834,-1.0319604631885735,-0.5020527154541797,0.21181439413574324,0.5925491237572644,-0.18890342486318076,0.3831312371255453,-0.9017151139916559,0.47209538494557335,-0.22433210648996987,0.17539833479251218
2.0825996012492176,-2.38140254788178,-1.7654056446238773,-0.5389099198088003,1.0882054901530862,1.0883402617024722,0.5095816386949359,0.3712725912403275,-0.2435971874186755,-0.45289768932631475,-0.35647671859879787,0.0437940859579896,0.33547073759803603,0.2781148427369231,-0.06458370265013606
1.3812979403003072,-1.7620582962873657,-0.6814796127148192,-0.5863759871399137,1.0884062315639282,0.39049510631455403,-0.27125732824817367,0.17841650107733661,-0.042666134049579425,0.07226836583498784,-0.24950576310392467,0.06544836011079681,0.18446879591458137,-0.061377781441531644,0.16370187966124497
-0.774128050399547,-1.1355848666660926,1.7659017031075823,0.305129372478484,1.288675501013797,-0.37067143306127687,0.4789540675543663,0.27534237845977155,0.27299801033760074,-0.5853812891956801,0.4339890404222526,-1.1299030620059778,-0.1023704043855727,-0.014213699453831774,0.2861731089619027
-5.036350505942914,1.430346639018829,0.5642304116880151,0.30800797975345207,-0.315145987856521,-1.182135659981931,0.8136492656689013,0.7883709696455808,-1.3585128109241864,0.08312864548041025,-0.5951902800808543,0.036326000113597705,-0.18170083237540482,-0.535943316974297,0.22464878618315964
0.13785451355839962,-2.9771030508905603,-1.574800262677901,2.3581502688649074,-1.049676516687507,0.5885087263484006,-1.5144562763726233,-0.6460376937601895,-0.680769395280907,0.6850083684236108,0.1475954402615451,0.18262990059712916,0.2219654723797615,-0.492934350862091,-0.02740344559296674
