pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14
-1.7645038974690634,1.8313374620848526,-0.09359556132250356,-2.103723690388813,-4.087976337685303,-0.9393018225534684,-0.6093922080344337,0.39056112476432,-0.005801203763972435,0.2295559355255707,0.39080450922221527,-0.8213799061420144,-0.11501713482432904,0.23596047447553273,0.1686058727527281
-1.8756604829942825,3.261777068190549,-0.23623884020591113,-3.340371188780936,-6.705941594187615,0.41572291545922785,-1.7280208755558335,-0.7716892625126333,-0.7056355861851488,-0.18442708167551888,0.4820701941169443,-1.2605460398592794,-0.41697514848112366,0.8247019489434746,-0.5714555085244399
-3.8921968230449226,3.41625742111783,0.05888772336327216,-2.9720360446624547,-4.198118690586725,0.006164254509435934,-0.2960441141133414,-0.18546294411187358,-1.3776359178615007,-0.39307471746538236,-0.8039953933272324,-0.31669782756562076,-0.2947772853218354,-0.0444482959329472,-0.8786634656220794
-3.099121364343565,3.3156071418313418,-0.30521143325115224,-1.9357704640440916,-4.472552265919103,-1.1906768201240205,-0.8483154046805182,0.1504757882460082,-0.48573987880471425,0.3059179621330963,-0.4215484528416411,-0.21870164350125734,-0.6468031353021904,0.16800570316936864,-0.47394401300742
-3.198836568875623,2.4201325786322103,-1.0016882816815087,1.1972867381056098,-1.2065648302576921,-2.4668102179761595,0.9156661556935276,-0.49532271397837807,0.024655893244115493,0.2990657532934782,-0.9499741617134265,-0.4709663629173113,0.0007464649270433833,-0.6485525970283881,0.7003406869948728
-2.640852207831382,1.4145103121708962,-1.1408594126964526,0.3506958107989875,-0.5388020167510956,-1.2805773185687308,1.1689956556463579,0.7285945899737473,0.8464941564716145,0.07429504168693292,-0.5976344511381126,-0.6879552806865646,-0.015673486722507388,-0.04867696272398981,0.11310996511820207
-3.84584901687465,3.037995080919714,-0.15321472111910275,0.02421041105039572,-3.980337803204687,-1.599391627901987,-1.473249480141783,-1.1001738351642454,-0.6714262790872417,-0.4142001193690173,0.0870860322198126,-0.13044332427043154,-0.8983461380939363,-0.09061946621498947,-0.09453367072941948
-3.567606711057827,1.3111766517768517,-0.6498744935976815,1.5123374060258212,-1.9077894669967643,-2.0264720310557127,0.6769726199925826,-0.5131858520196154,-0.1574640212551703,0.07704508159869541,-0.5062087992218967,-0.41111313275700434,-0.29919530454231896,-0.15367164955025794,0.7976810107154628
-1.649237373037066,3.1463789183504556,-0.3965253057215624,-2.0182212534064377,-1.498785074748664,-1.2759882883071416,0.7275973144730837,1.048478500304329,0.557303177099562,0.35429951917155766,-0.057953971581537464,-0.8962675796199467,-0.8329421957217492,0.04863107037712367,0.2002556847271177
-1.1994434508535727,2.6543354033722557,0.16894538292842376,-2.7690707988049392,-2.4083468595292215,-0.8934368805008377,-1.8766312703339916,-0.04892513670045077,0.14047678302404604,-0.029113291863108168,1.3936953157597183,-0.5037839861838788,-0.7913866649063545,0.13373241994716975,0.27113323009881485
