pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
-3.5568966427660063,3.008657742994494,0.9345528984266058,1.1320086732863348,-0.6021639362752518,-1.4229484565550738,-0.17370173141705952,0.3411751528927707,-0.17665100937261802,-0.5199752777793408
-1.3109293973874858,2.7971799768066004,0.8081620691421189,1.5339674894384177,-0.7498917044317114,-1.2433278897806446,0.10368533781229661,0.4872869215901643,-0.2001200373400232,-0.3537400813538033
-2.091426685658862,1.9131006778348743,0.04736693762913805,0.7111721845353286,0.18344780129829139,-0.6963875778430996,1.54557722993917,-0.35993687206710145,0.02136848403488629,-0.2574772251468498
-1.4127818080569416,1.9781160101709347,0.24557219505690553,1.2678301729678707,-0.8754714079041478,-1.1487872639927907,-0.03379521662957333,0.7017980199779918,-0.04120367012911372,0.05739719228058669
-2.3318664187987785,1.668608535972677,-0.024600772674696642,0.7761934291882849,0.17289584522896814,-1.0151411188686716,0.19292384623537465,0.1615515426097246,0.030372768203474024,-0.5137636966201097
-1.038106847418159,2.8525161285364753,0.3525739732646884,2.167744307059702,-0.7062809645276009,-1.3992757299004421,0.10916809106804055,0.5812815810749559,-0.28802338049598897,-0.25463264979425837
-3.294513724211438,0.9360910222640275,0.4866561147745092,0.7159617097036669,-0.5087247069302261,-0.4727146464440184,0.5765646932287156,-0.2403467375826432,0.012463857649870683,0.12544114485536967
-4.467672714596661,1.6087300208600313,0.19238267208367063,0.186007751781585,0.2843646519929901,-1.3575517042940917,0.32623641694452066,-0.16976232954910264,-0.017434148633281965,-0.3779623098908768
-2.2106516027673337,2.305408184913015,-0.37808161640662785,0.005254320513068347,-0.343236562906919,-0.4368460890017142,0.35961906356511697,0.3100377026833684,0.4813049698915545,0.0891899410993586
-2.2140967242599885,0.9019891741845719,-0.13431111363789738,-0.6372906760005838,0.07457493350161098,-0.48552013069728367,0.40449381538068224,0.10155240560002395,0.3076899012848518,0.11017356666309701
-1.2954565906633546,4.437869797201936,0.48961708352585614,5.31327556389534,-1.3996406855911712,-1.0238768953090565,0.41886157972010457,-0.8610470627620396,-0.9503058651386805,-0.700671184830272
-2.9338534090993504,2.73264464184082,0.38413289348663776,1.4415752252524736,-0.6564185665660014,-1.176221183314381,-0.0757268419931411,0.3684551572314783,-0.13369951510748418,-0.3994958902832517
-2.3102524343497257,1.255378750434104,-0.11898628690210647,0.27044841970304984,0.1589075127048237,-1.3770036690008431,0.3121474889681577,0.5720200822778018,0.41109038924487695,-0.2505550179441044
-1.5830309744421407,2.1242686288900408,-0.7198247174302281,0.14330107557722102,-0.08113789449392804,-0.611681771577346,-0.018997773515694916,-0.11035268809678563,0.07680427258071706,-0.12483749308021282
-2.6550385236378116,2.744094201596408,-0.002664813153036852,-0.09183050588729187,-0.1167129395234191,-1.1540188502024242,1.0868568548013389,-0.5745330647415344,0.1223608052139338,-0.10450887115166685
-1.6020528202653064,2.8773006550551785,1.6582547422287477,4.514165366913608,-1.5493761679666147,-1.4096242467737397,-0.1106420042050064,-0.09425319614046208,-0.849366373806589,-0.5865139041052567
-2.1309126612836184,2.916513266844842,1.1356255713483439,2.5345680934754773,-0.6083864144770653,-1.805220329092178,0.7154000925485179,-0.1136832691195508,-0.4826306228771047,-0.4426134964672163
-3.4716926805843564,3.2893761222453746,-0.5810813834914058,1.65868323627644,-0.20759344736789215,-0.9294598390333335,0.5901647952145253,-0.3442387877067425,0.3770153830001588,-0.5639634244065955
-3.74934906309211,1.8898496753173837,-0.24568161957562673,0.7423234369364925,0.44845065956457547,-0.4660702843991721,0.8758151144016098,-0.29978333790904793,-0.08762885108686966,-0.6457778058775048
-0.3217012740079721,2.5774815650428624,-0.6006491095725609,2.1362395146169684,-0.9082494603069382,-0.6839483307294612,-0.1696390490390296,0.662202423532591,0.18196784599475682,-0.0272565088892282
-2.4855425855107485,1.4780899585036127,0.26245506627460985,0.477409910474682,-0.4591490900511464,-1.235767281707697,-0.2814405253766264,0.9147231550481607,0.1669577578649978,-0.11306328024798884
-3.518413375400309,2.104601726899861,1.039724807960002,1.3167753580905046,-0.15965318470415119,-1.8523460422198241,0.6603509409470002,-0.07126419610592225,-0.20337109803817127,-0.6069802188903429
-3.5935543903137708,2.6142263101200296,-0.6867444350790186,0.2214160444348024,-0.34104474812518965,-1.0165080716547292,-0.17974432311205635,-0.12157661446681388,0.27388011231520776,-0.35403027422763145
-0.3627402568517321,2.5237187651884763,-0.46359720299235674,2.0475998919145764,-0.3553626715232468,-0.9660984444493393,1.0959562905906906,-0.018727167459794355,0.13857556007790361,-0.11833478125121043
-2.8360692884032117,3.4249445686475637,1.3575242899932674,2.479023711133597,-1.028002548067886,-1.605435375990368,0.49733278912526563,-0.47742920047870746,-0.42248040743353077,-0.2402164382532454
-2.0135767323023424,0.9980244258812386,-0.5250479560820945,0.18763102771630136,0.1274448555550906,-0.4000938562430396,1.1083491061620032,0.023170789716941736,0.32611435245181475,0.022589373769634345
-3.299573813370274,1.3783136166281293,0.7820140100866863,-0.011865440250497737,-0.2557752754799806,-1.296917244343478,0.10136610107340155,0.20738854532636097,0.10356194856823137,-0.11708065770471117
-1.5670595371533542,2.4333372451563235,-0.7426889831518503,0.9001112274176014,-0.34257251082939005,-1.5038996048367035,0.2398011504365584,0.7487459672990814,0.6805699979509376,-0.33061057721458376
-3.6778972489775494,3.2964199917861823,2.363417548270637,4.915442607795536,-1.3426378325338701,-1.6657007862637374,0.06704464790042693,-0.740703285675895,-1.7304349624875288,-0.8302752942309403
-1.2100512824902872,4.940656172360403,2.134967044307402,4.9217480401484615,-2.6803352653217174,-1.5907367390563414,-0.6556951323369179,-0.7904626526698323,-1.6064482803705062,-0.5136641258076231
-1.9283726905871916,3.1085715898986925,0.6963071877692897,1.3740193797315052,-0.9447125886737086,-1.4961508877770093,0.09365610736572069,0.36389859951635906,-0.14624327367132756,-0.07335779196832344
-0.7372733810525746,1.1856677552336077,-1.38694311470146,2.407894803896653,-0.03147016027515633,-0.7764893512243123,0.8912414917623674,0.6310987099406167,1.32550208340123,-0.4556644259175683
-2.0952166810735475,2.4746897015215543,0.30884304923338,2.4617600685215644,-0.3207569129303288,-0.0757945810350365,1.1322439160868234,0.22471242558611712,0.05457003625436323,-0.44379179168973576
-0.7351700651484913,3.493323666673199,-0.13935171436080074,0.5235948587461806,-0.44472813120311416,-0.24556990779573656,0.9616483862299587,0.47438911185690674,0.17754035811684568,-0.1416656079561766
-2.2515649319816324,2.708585339583572,1.1828087004380745,2.6420426881649406,-0.6882558913195653,-1.5889065330652772,0.5624672703012507,0.08807372254089323,-0.41067357921048037,-0.4786804060264776
-3.882126930473392,2.4801691396807937,1.1269662991085567,1.308131225082905,-0.22620743192466586,-1.3705548946014163,0.8539316975610357,-0.22067501707649823,-0.05582355520023482,-0.3557059566729524
-1.8219463467546728,1.5989886627435808,-0.20511650802701975,0.09211957794672793,-0.7607642889897663,-0.9236204132974232,-0.02975318977275201,0.5224178616603067,0.24718023362115416,0.24752908129818388
-1.3854775400335777,1.0930298000262726,-0.737485238772423,-0.527516771109465,0.07415183763698775,-1.0866665897647696,0.43578259181754847,0.2545988876589064,0.5484792357733715,0.18192718777169545
-4.032624181231329,2.1755536501103276,0.9705089390017858,-0.4318933233993774,-0.04885350683626753,-0.9459641721967699,0.4755559433147827,0.18434249804388742,0.4378942669503605,-0.2063094413502519
-1.9670194711844817,2.8805401407215525,-0.5247436953016134,-0.5515453005055504,-0.1794303375512134,-1.3346003472844161,-0.44072843334075107,-0.04109689425881315,-0.05690912666075035,-0.10275852076380264
-1.3704213695127774,1.9765095222481013,-0.9201390733924315,-0.25062541747436956,-0.15312843648717026,-0.6353807271940657,-0.4988044282422741,-0.10095198006536388,0.1736221295564098,-0.00122748063222718
-2.170421325629695,1.6079682699643176,0.13014381785016257,1.469779821223393,-0.4343174781899101,-1.0314627310643096,-0.20095214281211182,0.8686158809881267,0.275443974068624,-0.31623197107570705
-1.2841534493605355,3.383736321420933,1.353317797776392,3.3231710932623653,-1.1575551533607866,-1.6198779778791796,0.3779246795909348,-0.018061520825164146,-0.6601990814990443,-0.45413468054373474
-2.7651432003956207,2.1440960128400968,0.5165816505925301,-0.13000993941809594,0.14472572377493909,-1.3832616447786015,1.2191158104367155,-0.1555129813094419,0.05902161871485783,-0.3001945738977698
-1.0036970955948217,1.53445034784321,-0.7073267226307576,-0.4154074651760242,-0.39885059220957525,-0.29481682119944636,-0.3396828887441513,0.5719332939690552,0.02829671675805505,0.282747908091204
-0.9679005092434451,0.29649852209284794,-0.608947467613542,-0.11390893192377301,0.1100445950491761,-1.2266728599173387,-0.6963764768103752,0.44203824184743173,-0.27001194291962183,0.2378020983738441
-1.0607065135955849,2.038679169857022,0.5071241687762579,1.201933497097567,-0.3344877702804024,-1.2970479312997447,0.7486520789081411,0.6435066868952792,0.014644900374374423,-0.20366749111222493
-2.4332066001575785,1.5266667632581845,-0.4210109112077857,0.6948918612355836,0.07469665546122005,-1.2778964267491173,-0.05687444584848724,0.02259088381896809,-0.03857351433539751,-0.40534909056563584
-0.9005629217806096,0.923767389547486,-0.22600654088173233,1.644514403641887,-0.9609831885615044,-0.7477277192826586,-0.3269955487076615,1.0321106982073496,0.6158385193664493,0.07582996937265897
-1.1455412711819817,0.48067506845839925,-0.6982206556777204,0.09765406180971087,-0.2218393022563792,-1.6031628064030512,0.09542287951372058,0.5691161335203886,0.2089680796641696,0.35916186399690314
-1.0089340409627494,1.9118388601185103,-0.5176447359360292,0.3149581805728415,-0.41136517246694976,-1.2521553580713567,-0.8513451008168013,1.0428416710460933,-0.0034267236313404283,0.01104449625534584
-0.667664556637538,2.930102598566323,-0.43675519022066833,3.473272413582324,-0.9713520781236402,-0.8122020567735981,0.5034358653872752,0.15100672644531307,-0.03491448571545046,-0.32945057533253486
-1.3049334190910775,4.035343406686206,0.9785742849296226,1.5389574738247325,-1.0748132796050434,-1.3419591138907614,0.37858403690020503,0.268981726184163,-0.34619832625276165,-0.30264095782837475
-3.1247009674247828,1.3970296251963192,0.5872677292068774,0.1361572798551132,0.07165332358652485,-1.0112430350292854,0.3610027873435063,0.29118057920883506,-0.027125194767286094,-0.3607501970864689
