pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10
3.535707737444462,-0.7587514225080806,-1.5168719083118298,-0.7850353175437033,1.957307001279839,0.6984969815229712,-0.21457450825990906,-1.1042039288068306,0.11685016061703082,-0.08999946413738075,-0.1629381746554126
